File,Line,Begin Offset,End Offset,Type
train_document.txt,3905,23,32,Actor
train_document.txt,3905,42,58,Character_Name
train_document.txt,3905,80,83,Year
train_document.txt,3906,5,10,Genre
train_document.txt,3906,26,38,Actor
train_document.txt,3906,44,56,Plot
train_document.txt,3906,69,96,Plot
train_document.txt,3907,5,10,Genre
train_document.txt,3907,28,92,Plot
train_document.txt,3908,5,10,Genre
train_document.txt,3908,12,17,Relationship
train_document.txt,3908,28,91,Plot
train_document.txt,3908,93,121,Quote
train_document.txt,3909,5,16,Director
train_document.txt,3909,28,33,Genre
train_document.txt,3909,43,52,Actor
train_document.txt,3909,58,73,Actor
train_document.txt,3909,78,101,Plot
train_document.txt,3910,5,19,Actor
train_document.txt,3910,47,82,Quote
train_document.txt,3911,5,10,Opinion
train_document.txt,3911,26,38,Actor
train_document.txt,3911,44,53,Actor
train_document.txt,3911,70,118,Plot
train_document.txt,3912,13,21,Genre
train_document.txt,3912,72,84,Actor
train_document.txt,3912,107,110,Year
train_document.txt,3913,13,26,Genre
train_document.txt,3913,44,55,Director
train_document.txt,3913,66,81,Actor
train_document.txt,3913,87,98,Actor
train_document.txt,3914,5,11,Opinion
train_document.txt,3914,13,21,Genre
train_document.txt,3914,43,51,Opinion
train_document.txt,3915,8,11,Year
train_document.txt,3915,13,27,Genre
train_document.txt,3915,36,85,Origin
train_document.txt,3915,125,138,Director
train_document.txt,3916,8,11,Year
train_document.txt,3916,13,31,Genre
train_document.txt,3916,42,54,Actor
train_document.txt,3916,59,72,Character_Name
train_document.txt,3916,76,102,Plot
train_document.txt,3917,8,11,Year
train_document.txt,3917,13,20,Origin
train_document.txt,3917,22,28,Genre
train_document.txt,3917,74,84,Director
train_document.txt,3917,99,230,Actor
train_document.txt,3918,8,11,Year
train_document.txt,3918,13,36,Genre
train_document.txt,3918,55,64,Director
train_document.txt,3918,121,137,Actor
train_document.txt,3918,143,152,Actor
train_document.txt,3919,8,11,Year
train_document.txt,3919,13,45,Genre
train_document.txt,3919,76,85,Director
train_document.txt,3919,103,118,Director
train_document.txt,3920,10,13,Year
train_document.txt,3920,15,42,Genre
train_document.txt,3920,89,102,Director
train_document.txt,3920,117,145,Actor
train_document.txt,3920,151,164,Actor
train_document.txt,3921,10,13,Year
train_document.txt,3921,15,38,Genre
train_document.txt,3921,51,69,Plot
train_document.txt,3921,96,107,Director
train_document.txt,3922,10,13,Year
train_document.txt,3922,24,39,Genre
train_document.txt,3922,58,69,Director
train_document.txt,3922,80,96,Actor
train_document.txt,3922,102,111,Actor
train_document.txt,3923,10,13,Year
train_document.txt,3923,15,30,Genre
train_document.txt,3923,38,87,Plot
train_document.txt,3924,10,13,Year
train_document.txt,3924,15,21,Genre
train_document.txt,3924,45,54,Director
train_document.txt,3924,69,106,Actor
train_document.txt,3924,112,124,Actor
train_document.txt,3925,10,13,Year
train_document.txt,3925,15,36,Genre
train_document.txt,3925,55,70,Director
train_document.txt,3925,85,132,Origin
train_document.txt,3926,10,13,Year
train_document.txt,3926,15,38,Genre
train_document.txt,3926,57,68,Director
train_document.txt,3926,82,95,Actor
train_document.txt,3927,10,13,Year
train_document.txt,3927,15,21,Genre
train_document.txt,3927,40,50,Director
train_document.txt,3927,56,69,Director
train_document.txt,3927,86,141,Origin
train_document.txt,3927,161,216,Origin
train_document.txt,3928,10,13,Year
train_document.txt,3928,15,21,Genre
train_document.txt,3928,23,44,Plot
train_document.txt,3928,46,75,Origin
train_document.txt,3928,77,126,Plot
train_document.txt,3928,135,142,Plot
train_document.txt,3928,144,186,Origin
train_document.txt,3929,10,13,Year
train_document.txt,3929,15,25,Genre
train_document.txt,3929,39,51,Director
train_document.txt,3929,63,114,Plot
train_document.txt,3929,116,128,Character_Name
train_document.txt,3929,130,190,Plot
train_document.txt,3930,10,13,Year
train_document.txt,3930,15,22,Genre
train_document.txt,3930,24,27,Opinion
train_document.txt,3930,29,35,Genre
train_document.txt,3930,54,66,Director
train_document.txt,3930,68,173,Plot
train_document.txt,3931,10,13,Year
train_document.txt,3931,24,45,Genre
train_document.txt,3931,64,76,Director
train_document.txt,3931,118,144,Origin
train_document.txt,3931,154,177,Plot
train_document.txt,3932,10,13,Year
train_document.txt,3932,24,31,Genre
train_document.txt,3932,63,74,Director
train_document.txt,3933,10,13,Year
train_document.txt,3933,15,35,Genre
train_document.txt,3933,73,84,Director
train_document.txt,3933,91,158,Plot
train_document.txt,3934,10,13,Year
train_document.txt,3934,29,62,Origin
train_document.txt,3934,74,281,Plot
train_document.txt,3935,10,13,Year
train_document.txt,3935,20,61,Plot
train_document.txt,3935,84,96,Actor
train_document.txt,3936,10,13,Year
train_document.txt,3936,15,21,Genre
train_document.txt,3936,23,26,Opinion
train_document.txt,3936,28,38,Genre
train_document.txt,3936,72,83,Director
train_document.txt,3936,98,111,Actor
train_document.txt,3936,117,127,Actor
train_document.txt,3937,10,13,Year
train_document.txt,3937,15,45,Genre
train_document.txt,3937,56,113,Origin
train_document.txt,3937,119,134,Director
train_document.txt,3938,10,13,Year
train_document.txt,3938,15,20,Genre
train_document.txt,3938,28,69,Plot
train_document.txt,3938,77,103,Origin
train_document.txt,3938,135,145,Origin
train_document.txt,3938,151,169,Origin
train_document.txt,3939,10,13,Year
train_document.txt,3939,15,28,Genre
train_document.txt,3939,59,72,Director
train_document.txt,3939,87,97,Actor
train_document.txt,3939,103,116,Actor
train_document.txt,3940,10,13,Year
train_document.txt,3940,15,47,Genre
train_document.txt,3940,78,89,Actor
train_document.txt,3940,107,116,Director
train_document.txt,3941,10,13,Year
train_document.txt,3941,15,18,Opinion
train_document.txt,3941,20,26,Genre
train_document.txt,3941,45,57,Director
train_document.txt,3941,76,113,Origin
train_document.txt,3942,10,13,Year
train_document.txt,3942,15,48,Genre
train_document.txt,3942,68,117,Origin
train_document.txt,3943,10,13,Year
train_document.txt,3943,15,25,Genre
train_document.txt,3943,93,105,Director
train_document.txt,3944,10,13,Year
train_document.txt,3944,15,39,Genre
train_document.txt,3944,58,71,Director
train_document.txt,3944,77,115,Origin
train_document.txt,3945,10,13,Year
train_document.txt,3945,15,52,Genre
train_document.txt,3945,62,81,Director
train_document.txt,3945,91,120,Origin
train_document.txt,3945,142,156,Origin
train_document.txt,3946,10,13,Year
train_document.txt,3946,15,40,Genre
train_document.txt,3946,124,134,Director
train_document.txt,3946,148,164,Director
train_document.txt,3946,170,189,Director
train_document.txt,3947,10,13,Year
train_document.txt,3947,38,61,Genre
train_document.txt,3947,86,97,Director
train_document.txt,3948,10,13,Year
train_document.txt,3948,15,38,Genre
train_document.txt,3948,54,66,Actor
train_document.txt,3948,72,77,Actor
train_document.txt,3948,94,178,Plot
train_document.txt,3949,10,13,Year
train_document.txt,3949,15,37,Genre
train_document.txt,3949,52,74,Origin
train_document.txt,3949,86,101,Relationship
train_document.txt,3950,10,13,Year
train_document.txt,3950,15,31,Genre
train_document.txt,3950,50,62,Director
train_document.txt,3950,77,137,Actor
train_document.txt,3950,143,157,Actor
train_document.txt,3951,10,13,Year
train_document.txt,3951,15,25,Genre
train_document.txt,3951,39,61,Director
train_document.txt,3951,67,78,Director
train_document.txt,3951,99,346,Plot
train_document.txt,3952,10,13,Year
train_document.txt,3952,15,19,Genre
train_document.txt,3952,38,49,Director
train_document.txt,3952,60,71,Actor
train_document.txt,3952,76,92,Character_Name
train_document.txt,3952,98,109,Actor
train_document.txt,3952,126,145,Character_Name
train_document.txt,3953,10,13,Year
train_document.txt,3953,15,27,Genre
train_document.txt,3953,41,72,Director
train_document.txt,3953,83,96,Actor
train_document.txt,3953,102,112,Actor
train_document.txt,3953,122,158,Origin
train_document.txt,3954,10,13,Year
train_document.txt,3954,15,77,Genre
train_document.txt,3954,96,114,Director
train_document.txt,3954,128,137,Director
train_document.txt,3954,168,185,Director
train_document.txt,3955,10,13,Year
train_document.txt,3955,15,35,Genre
train_document.txt,3955,50,74,Relationship
train_document.txt,3955,97,110,Director
train_document.txt,3955,165,179,Actor
train_document.txt,3955,203,226,Character_Name
train_document.txt,3956,10,13,Year
train_document.txt,3956,15,71,Genre
train_document.txt,3956,87,98,Actor
train_document.txt,3957,10,13,Year
train_document.txt,3957,15,46,Genre
train_document.txt,3957,65,75,Director
train_document.txt,3957,90,115,Actor
train_document.txt,3957,121,132,Actor
train_document.txt,3957,146,229,Origin
train_document.txt,3958,10,13,Year
train_document.txt,3958,15,22,Genre
train_document.txt,3958,98,107,Director
train_document.txt,3959,10,13,Year
train_document.txt,3959,15,26,Genre
train_document.txt,3959,39,111,Plot
train_document.txt,3960,10,13,Year
train_document.txt,3960,15,35,Genre
train_document.txt,3960,54,66,Director
train_document.txt,3960,75,108,Origin
train_document.txt,3960,119,134,Actor
train_document.txt,3960,140,149,Actor
train_document.txt,3961,10,13,Year
train_document.txt,3961,15,37,Genre
train_document.txt,3961,53,63,Actor
train_document.txt,3961,94,104,Actor
train_document.txt,3961,117,123,Character_Name
train_document.txt,3962,10,13,Year
train_document.txt,3962,15,38,Genre
train_document.txt,3962,57,66,Director
train_document.txt,3962,139,162,Actor
train_document.txt,3962,168,171,Actor
train_document.txt,3963,10,13,Year
train_document.txt,3963,15,58,Genre
train_document.txt,3963,77,87,Director
train_document.txt,3964,10,21,Genre
train_document.txt,3964,38,48,Actor
train_document.txt,3964,55,80,Plot
train_document.txt,3965,10,18,Opinion
train_document.txt,3965,24,37,Opinion
train_document.txt,3965,47,58,Director
train_document.txt,3965,60,92,Plot
train_document.txt,3966,10,16,Opinion
train_document.txt,3966,18,31,Genre
train_document.txt,3966,38,68,Plot
train_document.txt,3966,83,97,Actor
train_document.txt,3967,10,29,Opinion
train_document.txt,3967,47,62,Actor
train_document.txt,3967,64,105,Plot
train_document.txt,3968,35,48,Director
train_document.txt,3968,62,65,Year
train_document.txt,3968,80,93,Actor
train_document.txt,3968,99,109,Actor
train_document.txt,3969,10,14,Opinion
train_document.txt,3969,16,21,Genre
train_document.txt,3969,32,43,Actor
train_document.txt,3969,51,127,Plot
train_document.txt,3970,10,14,Opinion
train_document.txt,3970,16,21,Genre
train_document.txt,3970,48,59,Actor
train_document.txt,3970,64,91,Plot
train_document.txt,3971,10,15,Genre
train_document.txt,3971,33,55,Plot
train_document.txt,3971,74,111,Opinion
train_document.txt,3972,10,15,Genre
train_document.txt,3972,41,69,Plot
train_document.txt,3972,81,87,Genre
train_document.txt,3972,93,100,Genre
train_document.txt,3973,22,38,Actor
train_document.txt,3973,44,55,Actor
train_document.txt,3973,57,86,Plot
train_document.txt,3974,36,68,Plot
train_document.txt,3974,79,91,Actor
train_document.txt,3974,97,105,Actor
train_document.txt,3975,10,17,Opinion
train_document.txt,3975,19,24,Genre
train_document.txt,3975,26,32,Opinion
train_document.txt,3975,44,127,Plot
train_document.txt,3976,11,16,Genre
train_document.txt,3976,25,35,Opinion
train_document.txt,3976,37,46,Origin
train_document.txt,3976,59,122,Plot
train_document.txt,3977,17,37,Origin
train_document.txt,3977,77,132,Origin
train_document.txt,3977,137,140,Year
train_document.txt,3978,8,13,Director
train_document.txt,3978,17,24,Genre
train_document.txt,3978,43,93,Plot
train_document.txt,3979,8,20,Director
train_document.txt,3979,51,83,Plot
train_document.txt,3980,8,18,Actor
train_document.txt,3980,20,30,Opinion
train_document.txt,3980,38,107,Plot
train_document.txt,3981,25,28,Year
train_document.txt,3981,30,63,Genre
train_document.txt,3981,82,96,Director
train_document.txt,3981,102,116,Origin
train_document.txt,3981,127,129,Origin
train_document.txt,3981,145,191,Origin
train_document.txt,3982,8,21,Actor
train_document.txt,3982,31,98,Plot
train_document.txt,3982,100,111,Character_Name
train_document.txt,3982,123,136,Actor
train_document.txt,3982,144,153,Character_Name
train_document.txt,3982,157,214,Plot
train_document.txt,3983,11,18,Year
train_document.txt,3983,20,27,Genre
train_document.txt,3983,38,49,Actor
train_document.txt,3983,55,94,Plot
train_document.txt,3984,13,16,Year
train_document.txt,3984,18,33,Genre
train_document.txt,3984,49,58,Actor
train_document.txt,3984,74,97,Soundtrack
train_document.txt,3985,13,16,Year
train_document.txt,3985,27,39,Genre
train_document.txt,3985,84,103,Director
train_document.txt,3986,13,16,Year
train_document.txt,3986,18,26,Actor
train_document.txt,3986,48,61,Director
train_document.txt,3986,63,105,Plot
train_document.txt,3987,13,16,Year
train_document.txt,3987,18,28,Genre
train_document.txt,3987,36,114,Plot
train_document.txt,3988,13,16,Year
train_document.txt,3988,18,38,Genre
train_document.txt,3988,49,60,Actor
train_document.txt,3988,75,84,Actor
train_document.txt,3988,119,126,Director
train_document.txt,3989,13,16,Year
train_document.txt,3989,18,34,Genre
train_document.txt,3989,50,58,Actor
train_document.txt,3989,76,91,Director
train_document.txt,3990,13,16,Year
train_document.txt,3990,18,41,Genre
train_document.txt,3990,60,70,Director
train_document.txt,3990,81,89,Actor
train_document.txt,3990,95,102,Actor
train_document.txt,3991,13,16,Year
train_document.txt,3991,18,35,Genre
train_document.txt,3991,61,75,Director
train_document.txt,3991,90,98,Actor
train_document.txt,3992,13,16,Year
train_document.txt,3992,35,41,Director
train_document.txt,3992,56,67,Actor
train_document.txt,3992,87,100,Plot
train_document.txt,3993,13,16,Year
train_document.txt,3993,18,40,Genre
train_document.txt,3993,48,114,Plot
train_document.txt,3994,13,16,Year
train_document.txt,3994,18,32,Genre
train_document.txt,3994,76,87,Actor
train_document.txt,3994,95,142,Plot
train_document.txt,3995,13,16,Year
train_document.txt,3995,18,40,Genre
train_document.txt,3995,72,83,Director
train_document.txt,3995,89,104,Director
train_document.txt,3995,120,127,Genre
train_document.txt,3996,13,16,Year
train_document.txt,3996,18,22,Genre
train_document.txt,3996,28,32,Genre
train_document.txt,3996,48,63,Actor
train_document.txt,3996,74,83,Actor
train_document.txt,3996,89,103,Plot
train_document.txt,3997,13,16,Year
train_document.txt,3997,18,41,Genre
train_document.txt,3997,77,85,Actor
train_document.txt,3997,91,103,Actor
train_document.txt,3998,13,16,Year
train_document.txt,3998,18,32,Genre
train_document.txt,3998,48,57,Actor
train_document.txt,3998,63,75,Actor
train_document.txt,3998,77,100,Quote
train_document.txt,3998,102,112,Character_Name
train_document.txt,3998,114,143,Quote
train_document.txt,3999,13,16,Year
train_document.txt,3999,18,23,Genre
train_document.txt,3999,43,82,Origin
train_document.txt,3999,93,102,Actor
train_document.txt,3999,108,118,Actor
train_document.txt,4000,13,16,Year
train_document.txt,4000,18,22,Genre
train_document.txt,4000,38,49,Actor
train_document.txt,4000,60,124,Plot
train_document.txt,4001,13,16,Year
train_document.txt,4001,18,39,Genre
train_document.txt,4001,63,79,Director
train_document.txt,4001,90,131,Origin
train_document.txt,4002,13,16,Year
train_document.txt,4002,33,45,Actor
train_document.txt,4002,68,155,Plot
train_document.txt,4003,13,16,Year
train_document.txt,4003,18,32,Genre
train_document.txt,4003,38,48,Genre
train_document.txt,4003,56,141,Plot
train_document.txt,4004,13,16,Year
train_document.txt,4004,18,26,Plot
train_document.txt,4004,28,40,Genre
train_document.txt,4004,60,86,Origin
train_document.txt,4004,97,108,Actor
train_document.txt,4004,113,121,Character_Name
train_document.txt,4005,13,16,Year
train_document.txt,4005,18,40,Genre
train_document.txt,4005,48,87,Origin
train_document.txt,4005,98,109,Actor
train_document.txt,4005,114,122,Character_Name
train_document.txt,4006,13,16,Year
train_document.txt,4006,18,40,Genre
train_document.txt,4006,42,46,Origin
train_document.txt,4006,55,90,Origin
train_document.txt,4006,104,116,Actor
train_document.txt,4006,122,133,Actor
train_document.txt,4007,13,16,Year
train_document.txt,4007,18,42,Genre
train_document.txt,4007,61,74,Director
train_document.txt,4007,89,97,Actor
train_document.txt,4007,119,129,Character_Name
train_document.txt,4008,13,16,Year
train_document.txt,4008,18,23,Genre
train_document.txt,4008,39,49,Actor
train_document.txt,4008,79,107,Actor
train_document.txt,4008,113,124,Actor
train_document.txt,4009,13,16,Year
train_document.txt,4009,33,42,Actor
train_document.txt,4009,47,51,Plot
train_document.txt,4009,58,111,Plot
train_document.txt,4010,13,16,Year
train_document.txt,4010,18,32,Genre
train_document.txt,4010,48,59,Actor
train_document.txt,4010,67,110,Plot
train_document.txt,4011,13,16,Year
train_document.txt,4011,18,41,Genre
train_document.txt,4011,60,69,Director
train_document.txt,4011,77,181,Plot
train_document.txt,4012,13,16,Year
train_document.txt,4012,18,38,Genre
train_document.txt,4012,82,93,Actor
train_document.txt,4012,99,111,Actor
train_document.txt,4013,13,16,Year
train_document.txt,4013,18,37,Genre
train_document.txt,4013,51,60,Director
train_document.txt,4013,68,113,Plot
train_document.txt,4014,13,19,Opinion
train_document.txt,4014,21,24,Year
train_document.txt,4014,28,34,Genre
train_document.txt,4014,54,73,Director
train_document.txt,4014,84,95,Actor
train_document.txt,4014,101,113,Actor
train_document.txt,4015,21,26,Year
train_document.txt,4015,28,33,Genre
train_document.txt,4015,50,63,Actor
train_document.txt,4015,71,135,Plot
train_document.txt,4016,13,19,Opinion
train_document.txt,4016,21,35,Director
train_document.txt,4016,61,74,Actor
train_document.txt,4016,79,90,Character_Name
train_document.txt,4017,13,19,Genre
train_document.txt,4017,35,98,Plot
train_document.txt,4018,13,19,Opinion
train_document.txt,4018,36,44,Actor
train_document.txt,4018,89,102,Director
train_document.txt,4019,13,19,Opinion
train_document.txt,4019,21,35,Genre
train_document.txt,4019,52,57,Year
train_document.txt,4019,64,72,Actor
train_document.txt,4019,78,85,Actor
train_document.txt,4020,13,18,Genre
train_document.txt,4020,34,45,Actor
train_document.txt,4020,58,101,Plot
train_document.txt,4021,13,18,Genre
train_document.txt,4021,29,40,Actor
train_document.txt,4021,46,57,Actor
train_document.txt,4021,68,150,Plot
train_document.txt,4022,13,16,Opinion
train_document.txt,4022,34,46,Genre
train_document.txt,4022,52,59,Genre
train_document.txt,4022,71,96,Plot
train_document.txt,4023,13,18,Opinion
train_document.txt,4023,26,50,Plot
train_document.txt,4023,61,71,Actor
train_document.txt,4024,27,38,Actor
train_document.txt,4024,45,124,Plot
train_document.txt,4025,27,40,Actor
train_document.txt,4025,45,101,Plot
train_document.txt,4025,113,125,Actor
train_document.txt,4026,27,39,Actor
train_document.txt,4026,41,84,Plot
train_document.txt,4026,86,99,Actor
train_document.txt,4026,101,123,Plot
train_document.txt,4026,125,136,Actor
train_document.txt,4026,140,171,Plot
train_document.txt,4027,13,26,Genre
train_document.txt,4027,42,82,Plot
train_document.txt,4028,19,29,Director
train_document.txt,4028,31,45,Genre
train_document.txt,4028,56,63,Actor
train_document.txt,4028,69,81,Actor
train_document.txt,4028,86,120,Plot
train_document.txt,4029,13,25,Opinion
train_document.txt,4029,42,61,Actor
train_document.txt,4029,66,126,Plot
train_document.txt,4030,13,20,Director
train_document.txt,4030,45,57,Actor
train_document.txt,4030,63,74,Actor
train_document.txt,4030,79,106,Plot
train_document.txt,4031,13,22,Actor
train_document.txt,4031,28,38,Actor
train_document.txt,4031,52,56,Actor
train_document.txt,4031,58,89,Plot
train_document.txt,4032,40,113,Plot
train_document.txt,4033,31,44,Actor
train_document.txt,4033,65,72,Plot
train_document.txt,4033,83,86,Opinion
train_document.txt,4033,88,93,Genre
train_document.txt,4033,95,100,Opinion
train_document.txt,4034,35,98,Plot
train_document.txt,4035,31,134,Plot
train_document.txt,4036,47,110,Plot
train_document.txt,4036,122,127,Relationship
train_document.txt,4036,176,184,Actor
train_document.txt,4036,190,201,Actor
train_document.txt,4037,19,105,Plot
train_document.txt,4038,28,40,Actor
train_document.txt,4038,45,104,Plot
train_document.txt,4038,124,138,Actor
train_document.txt,4039,28,41,Actor
train_document.txt,4039,47,120,Plot
train_document.txt,4040,28,39,Actor
train_document.txt,4040,54,72,Relationship
train_document.txt,4040,94,96,Plot
train_document.txt,4040,104,115,Character_Name
train_document.txt,4041,28,40,Actor
train_document.txt,4041,42,111,Plot
train_document.txt,4042,28,37,Actor
train_document.txt,4042,43,56,Actor
train_document.txt,4042,64,125,Plot
train_document.txt,4043,28,37,Actor
train_document.txt,4043,43,56,Actor
train_document.txt,4043,58,84,Plot
train_document.txt,4044,28,43,Actor
train_document.txt,4044,51,171,Plot
train_document.txt,4045,28,40,Actor
train_document.txt,4045,47,111,Plot
train_document.txt,4045,113,124,Actor
train_document.txt,4045,129,161,Plot
train_document.txt,4045,175,189,Director
train_document.txt,4046,28,45,Actor
train_document.txt,4046,51,62,Actor
train_document.txt,4046,73,111,Origin
train_document.txt,4047,28,36,Actor
train_document.txt,4047,41,119,Plot
train_document.txt,4047,121,133,Character_Name
train_document.txt,4048,28,39,Actor
train_document.txt,4048,45,58,Actor
train_document.txt,4048,60,159,Plot
train_document.txt,4049,28,44,Actor
train_document.txt,4049,56,131,Plot
train_document.txt,4049,143,152,Actor
train_document.txt,4050,28,37,Actor
train_document.txt,4050,43,62,Actor
train_document.txt,4050,67,98,Plot
train_document.txt,4051,28,37,Actor
train_document.txt,4051,43,62,Actor
train_document.txt,4051,69,136,Plot
train_document.txt,4052,28,37,Actor
train_document.txt,4052,43,62,Actor
train_document.txt,4052,69,145,Plot
train_document.txt,4053,28,39,Actor
train_document.txt,4053,51,93,Plot
train_document.txt,4053,98,106,Actor
train_document.txt,4054,28,36,Actor
train_document.txt,4054,43,113,Plot
train_document.txt,4055,31,44,Actor
train_document.txt,4055,49,79,Award
train_document.txt,4055,93,108,Plot
train_document.txt,4056,28,217,Plot
train_document.txt,4057,29,57,Relationship
train_document.txt,4057,70,87,Actor
train_document.txt,4057,94,106,Character_Name
train_document.txt,4058,29,78,Plot
train_document.txt,4059,25,88,Plot
train_document.txt,4060,24,36,Actor
train_document.txt,4060,43,124,Plot
train_document.txt,4061,24,36,Actor
train_document.txt,4061,38,116,Plot
train_document.txt,4062,24,38,Actor
train_document.txt,4062,46,182,Plot
train_document.txt,4063,24,37,Actor
train_document.txt,4063,43,99,Plot
train_document.txt,4063,111,123,Actor
train_document.txt,4064,24,35,Actor
train_document.txt,4064,55,100,Plot
train_document.txt,4065,24,41,Actor
train_document.txt,4065,61,67,Plot
train_document.txt,4065,79,94,Relationship
train_document.txt,4066,28,92,Plot
train_document.txt,4067,17,20,Year
train_document.txt,4067,22,36,Genre
train_document.txt,4067,67,81,Director
train_document.txt,4067,83,119,Plot
train_document.txt,4068,31,85,Plot
train_document.txt,4069,13,24,Director
train_document.txt,4069,50,62,Actor
train_document.txt,4069,72,156,Plot
train_document.txt,4070,13,27,Genre
train_document.txt,4070,38,46,Actor
train_document.txt,4070,52,59,Actor
train_document.txt,4070,67,167,Plot
train_document.txt,4071,13,20,Genre
train_document.txt,4071,34,87,Plot
train_document.txt,4072,13,27,Genre
train_document.txt,4072,41,102,Plot
train_document.txt,4073,13,20,Genre
train_document.txt,4073,37,101,Plot
train_document.txt,4074,13,24,Director
train_document.txt,4074,35,43,Genre
train_document.txt,4074,59,68,Actor
train_document.txt,4074,74,86,Actor
train_document.txt,4074,91,148,Plot
train_document.txt,4075,12,15,Year
train_document.txt,4075,17,36,Genre
train_document.txt,4075,52,64,Actor
train_document.txt,4075,82,91,Director
train_document.txt,4076,12,15,Year
train_document.txt,4076,17,30,Genre
train_document.txt,4076,54,105,Plot
train_document.txt,4077,12,15,Year
train_document.txt,4077,17,22,Genre
train_document.txt,4077,35,78,Plot
train_document.txt,4078,12,15,Year
train_document.txt,4078,32,48,Actor
train_document.txt,4078,54,63,Actor
train_document.txt,4078,65,142,Plot
train_document.txt,4079,12,15,Year
train_document.txt,4079,29,34,Character_Name
train_document.txt,4079,36,92,Plot
train_document.txt,4080,12,15,Year
train_document.txt,4080,17,33,Genre
train_document.txt,4080,52,62,Director
train_document.txt,4080,69,112,Plot
train_document.txt,4081,12,15,Year
train_document.txt,4081,17,21,Genre
train_document.txt,4081,40,48,Director
train_document.txt,4081,54,100,Origin
train_document.txt,4082,12,15,Year
train_document.txt,4082,32,48,Actor
train_document.txt,4082,54,63,Actor
train_document.txt,4082,71,149,Plot
train_document.txt,4083,12,15,Year
train_document.txt,4083,19,26,Genre
train_document.txt,4083,47,58,Character_Name
train_document.txt,4083,64,95,Plot
train_document.txt,4084,12,15,Year
train_document.txt,4084,17,22,Genre
train_document.txt,4084,35,91,Plot
train_document.txt,4085,12,15,Year
train_document.txt,4085,28,84,Plot
train_document.txt,4086,12,15,Year
train_document.txt,4086,17,23,Genre
train_document.txt,4086,35,130,Plot
train_document.txt,4087,12,15,Year
train_document.txt,4087,17,33,Genre
train_document.txt,4087,40,114,Plot
train_document.txt,4088,12,15,Year
train_document.txt,4088,29,131,Plot
train_document.txt,4089,12,15,Year
train_document.txt,4089,17,22,Director
train_document.txt,4089,38,133,Plot
train_document.txt,4090,12,15,Year
train_document.txt,4090,17,32,Genre
train_document.txt,4090,46,88,Plot
train_document.txt,4091,12,15,Year
train_document.txt,4091,32,41,Actor
train_document.txt,4092,12,15,Year
train_document.txt,4092,17,23,Genre
train_document.txt,4092,44,93,Plot
train_document.txt,4093,12,15,Year
train_document.txt,4093,17,30,Genre
train_document.txt,4093,40,73,Plot
train_document.txt,4094,12,15,Year
train_document.txt,4094,17,23,Opinion
train_document.txt,4094,54,94,Plot
train_document.txt,4095,12,15,Year
train_document.txt,4095,17,23,Genre
train_document.txt,4095,42,55,Director
train_document.txt,4095,70,82,Actor
train_document.txt,4096,12,15,Year
train_document.txt,4096,32,42,Actor
train_document.txt,4096,48,59,Actor
train_document.txt,4096,67,145,Plot
train_document.txt,4097,12,15,Year
train_document.txt,4097,17,23,Genre
train_document.txt,4097,37,61,Plot
train_document.txt,4098,12,15,Year
train_document.txt,4098,17,30,Genre
train_document.txt,4098,48,66,Origin
train_document.txt,4098,79,90,Actor
train_document.txt,4099,12,15,Year
train_document.txt,4099,32,44,Actor
train_document.txt,4099,52,110,Plot
train_document.txt,4100,12,15,Year
train_document.txt,4100,36,108,Plot
train_document.txt,4101,12,15,Year
train_document.txt,4101,25,49,Genre
train_document.txt,4101,60,73,Actor
train_document.txt,4101,91,102,Director
train_document.txt,4102,12,15,Year
train_document.txt,4102,17,35,Genre
train_document.txt,4102,49,59,Director
train_document.txt,4102,74,86,Actor
train_document.txt,4102,92,103,Actor
train_document.txt,4103,12,15,Year
train_document.txt,4103,29,36,Character_Name
train_document.txt,4103,38,111,Plot
train_document.txt,4104,12,15,Year
train_document.txt,4104,17,45,Genre
train_document.txt,4104,76,89,Director
train_document.txt,4104,100,109,Actor
train_document.txt,4105,12,15,Year
train_document.txt,4105,17,30,Genre
train_document.txt,4105,46,59,Actor
train_document.txt,4105,74,83,Actor
train_document.txt,4106,12,15,Year
train_document.txt,4106,19,33,Genre
train_document.txt,4106,51,97,Plot
train_document.txt,4107,12,15,Year
train_document.txt,4107,17,21,Genre
train_document.txt,4107,40,54,Director
train_document.txt,4107,65,78,Actor
train_document.txt,4107,84,96,Actor
train_document.txt,4108,12,15,Year
train_document.txt,4108,23,103,Plot
train_document.txt,4109,12,15,Year
train_document.txt,4109,32,42,Actor
train_document.txt,4109,48,61,Actor
train_document.txt,4109,67,121,Plot
train_document.txt,4110,12,15,Year
train_document.txt,4110,17,38,Genre
train_document.txt,4110,40,46,Opinion
train_document.txt,4111,12,15,Year
train_document.txt,4111,17,31,Genre
train_document.txt,4111,50,62,Director
train_document.txt,4111,68,77,Director
train_document.txt,4111,91,96,Actor
train_document.txt,4112,12,15,Year
train_document.txt,4112,30,54,Plot
train_document.txt,4112,66,79,Actor
train_document.txt,4112,84,141,Plot
train_document.txt,4113,12,15,Year
train_document.txt,4113,26,50,Genre
train_document.txt,4113,61,74,Actor
train_document.txt,4113,76,120,Plot
train_document.txt,4113,122,133,Character_Name
train_document.txt,4114,12,15,Year
train_document.txt,4114,26,31,Genre
train_document.txt,4114,47,57,Actor
train_document.txt,4114,63,80,Actor
train_document.txt,4115,12,15,Year
train_document.txt,4115,17,38,Genre
